schema_version,airport_id,icao,airport_name,country_code,timezone_identifier,latitude_wgs84,longitude_wgs84,elevation_ft,distance_edfz_nm,reference_runway,runway_length_m,runway_width_m,runway_surface,grass_only_raw,runway_lda_m,airport_filter,ppr_status,ppr_ga_access,operating_notes,transfer_default,transfer_minutes,airport_note,verification_status,runway_confidence,data_conflict,runway_review_status,runway_review_note,infrastructure_note,source_airport,source_runway,source_coordinates,source_ppr,data_checked_at
1.2,LSGS,LSGS,Sion / Wallis,CH,Europe/Zurich,46.2196,7.3268,1582,227,07/25,2000,40,Asphalt,Nein,2000,Mit Vorbehalt,Prüfen,Prüfen,,Mietwagen/Transfer,60,"POE: Ja; Schweizer Zollflugplatz. Zoll- und Einreiseverfahren während der publizierten Betriebszeiten; Voranmeldung und aktuelle AIP/NOTAM prüfen. Transfer und Gebühren höher.",redaktionell geprüft,hoch,,nicht geprüft,,,https://www.sionaeroport.ch/,https://www.sionaeroport.ch/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-15
1.2,LSGT,LSGT,Gruyères,CH,Europe/Zurich,46.5942,7.1044,2257,207,17/35,884,30,Gras,Ja,884,aktiv – Qualitätsliste,PPR,offen,,Fahrrad direkt,,"POE: Ja; Schweizer Flugplatz mit zugelassenem Verkehr Kategorie D, daher nur im publizierten Umfang und mit bestätigter Zollanmeldung. Aktuelle AIP/NOTAM prüfen.",redaktionell geprüft,hoch,,nicht geprüft,,"E-Bikes am Platz bestätigt, Gruyères fußläufig, Restaurant gut bewertet.",https://www.aerodrome-gruyere.ch/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.aerodrome-gruyere.ch/douane/,2026-08-15
1.2,LSZB,LSZB,Bern-Belp,CH,Europe/Zurich,46.912736,7.498819,1671,185,14/32,1730,30,Asphalt,Nein,1730,Frühstück,AIP / Handling prüfen,"GA möglich; aktuelle AIP-, Handling- und Parkvorgaben prüfen",,,,Frühstück im AMANTE direkt am Flugplatz.,Frühstück verifiziert; technische Basis aus Betreiber-/Luftfahrtdaten,hoch,,bestätigt,Längste Hartbelagpiste 14/32 als Referenz.,AMANTE Restaurant direkt am Flugplatz; AVGAS 100LL und UL91 laut Airport-Information.,https://www.bernairport.ch/de/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"OurAirports-Datensatz, Stand 2026-08-03; vor Publikation gegen AIP prüfen",https://old.bernairport.ch/en/operational/General-Aviation/General-Aviation-1-1,2026-08-03
1.2,LSZG,LSZG,Grenchen,CH,Europe/Zurich,47.181599,7.41719,1411,170,06/24,980,23,Asphalt,Nein,980,Frühstück,Innerhalb Betriebszeiten grundsätzlich offen; Sonderzeiten nach Voranmeldung,RMZ/ATC-Verfahren und aktuelle Betriebslage prüfen,,,,Airporthotel direkt am Flugplatz; Frühstück für externe Gäste vorab bestätigen.,Morgenöffnung verifiziert; Frühstück für externe Gäste vorab bestätigen,hoch,,bestätigt,Längste Hartbelagpiste 06/24 als Referenz.,Airporthotel täglich ab 07:00 geöffnet.,https://www.airport-grenchen.ch/de/piloten/briefing-betriebslage/,https://www.airport-grenchen.ch/de/grenchen-airport/infrastruktur/,"OurAirports-Datensatz, Stand 2026-08-03; vor Publikation gegen AIP prüfen",https://www.airport-grenchen.ch/de/piloten/briefing-betriebslage/,2026-08-03
1.2,LSZL,LSZL,Locarno,CH,Europe/Zurich,46.1608,8.8786,650,230,08L/26R,800,23,Asphalt,Nein,800,Passt,PPR,PPR teils,,Bus/Taxi,20,"POE: Ja; Schweizer Zollflugplatz. Betriebszeiten, PPR und Zollanmeldung vorab bestätigen.",redaktionell geprüft,hoch,,nicht geprüft,,,https://www4.ti.ch/dt/sg/sai/udac/temi/airport,https://www4.ti.ch/dt/sg/sai/udac/temi/airport,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-15
1.2,LSZR,LSZR,Bodensee / Rorschach / Appenzellerland,CH,Europe/Zurich,47.485,9.5608,1306,159,10/28,1455,30,Asphalt,Nein,1455,Passt,Prüfen,Prüfen,,Bus/Mietwagen,35,"POE: Ja; Schweizer Zollflugplatz. Zollzeiten und Voranmeldung vor jedem grenzüberschreitenden Flug prüfen. GA-Handling unter 3 t laut Tarif ohne Gebühr.",redaktionell geprüft,hoch,,nicht geprüft,,,https://www.peoples.ch/fees-charges,https://www.peoples.ch/fees-charges,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.peoples.ch/en/airport-st-gallen-altenrhein/customs,2026-08-15
1.2,EDLA,EDLA,Arnsberg-Menden,DE,Europe/Berlin,51.483333,7.899444,794,91,04/22,1055,25,Asphalt,Nein,1055,TechStop,PPR außerhalb Betriebszeiten,PPR außerhalb Betriebszeiten,,Taxi,15,Sauerland-Flugplatz und technischer Zwischenstopp; Betriebszeiten vor Flug prüfen.,Betreiberdaten geprüft,hoch,,bestätigt,1055 x 25 m Asphalt.,,https://www.flugplatz-arnsberg-menden.de/en/aerodrome-data/,https://www.flugplatz-arnsberg-menden.de/en/aerodrome-data/,https://www.flugplatz-arnsberg-menden.de/en/aerodrome-data/,https://www.flugplatz-arnsberg-menden.de/en/aerodrome-data/,2026-08-09
1.2,EDMB,EDMB,Biberach,DE,Europe/Berlin,48.111,9.762833,1903,128,04/22,980,23,Asphalt,Nein,980,TechStop,Prüfen,Prüfen,,Taxi,10,Versetzte Schwellen und CTR Laupheim beachten.,Betreiberdaten geprüft,hoch,LDA je Richtung unterschiedlich,bestätigt,RWY 04 LDG 780 m; RWY 22 LDG 980 m.,,https://edmb.de/fur-piloten/an-abflug/,https://edmb.de/fur-piloten/an-abflug/,https://edmb.de/fur-piloten/an-abflug/,,2026-08-09
1.2,EDVE,EDVE,Braunschweig-Wolfsburg,DE,Europe/Berlin,52.319361,10.558889,296,168,08/26,2300,45,Asphalt,Nein,2000,TechStop,Prüfen,Kontrollierter Platz,,Taxi/Bus,15,Professioneller technischer Stopp; aktuelle Verfahren und Gebühren prüfen.,teilweise verifiziert,hoch,Versetzte Schwelle RWY 08,bestätigt,Hauptbahn 2300 x 45 m.,AVGAS 100LL gemeldet.,https://www.fhbwe.de/,https://skyvector.com/airport/EDVE/Braunschweig-Wolfsburg-Airport,https://www.braunschweig.de/politik_verwaltung/bekanntmachungen/bauleitplanverfahren/ausgel_bauleitpl/fnp-erneute-auslegung/Ermittlung-der-Fluglaermkonturen_AVIA-2017.pdf,,2026-08-09
1.2,EDXF,EDXF,Flensburg-Schäferhaus,DE,Europe/Berlin,54.773333,9.378833,130,292,11/29,1220,30,Bitumen,Nein,1220,Passt,Prüfen,Prüfen,,Bus,10,Direkt am Stiftungsland Schäferhaus; Flensburg und Ostseeküste per Bus erreichbar.,teilweise verifiziert,mittel,,bestätigt,Längste Bahn 11/29 Bitumen 1220 x 30 m.,,https://www.flensburger-flughafen.de/,https://www.flensburger-flughafen.de/,https://www.flensburger-flughafen.de/,,2026-08-09
1.2,EDXB,EDXB,Heide-Büsum,DE,Europe/Berlin,54.153333,8.901667,7,253,11/29,720,23,Asphalt,Nein,720,Passt,Prüfen,Prüfen,,Fahrrad/Taxi,15,Büsum und Nordseestrand etwa 5 km entfernt; Fahrräder am Flugplatz gemeldet.,teilweise verifiziert,hoch,,bestätigt,720 x 23 m Asphalt.,AVGAS 100LL und Super Plus gemeldet.,https://flugplatz-heidebuesum.de/,https://flugplatz-heidebuesum.de/,https://flugplatz-heidebuesum.de/,,2026-08-09
1.2,EDAX,EDAX,Müritz Airpark,DE,Europe/Berlin,53.305167,12.752167,220,264,07/25,2380,50,Beton,Nein,1341,Passt,PPR,PPR,,Fahrrad/Mietwagen,15,Müritzregion; Fahrräder E-Bikes und Mietwagen am Platz gemeldet; Bistro geschlossen.,Betreiberdaten geprüft,hoch,Asymmetrische TORA/LDA,bestätigt,RWY 07 LDA 1301 m; RWY 25 LDA 1341 m.,AVGAS 100LL und Super Plus.,https://www.mueritz-airpark.de/flugplatz/daten/,https://www.mueritz-airpark.de/flugplatz/daten/,https://www.mueritz-airpark.de/flugplatz/daten/,https://www.mueritz-airpark.de/flugplatz/daten/,2026-08-09
1.2,ETHN,ETHN,Niederstetten,DE,Europe/Berlin,49.391878,9.958185,1536,78,07/25,1311,30,Asphalt,Nein,1311,TechStop,PPR außerhalb Betriebszeiten,PPR außerhalb Betriebszeiten,,Taxi,10,Zivile Mitbenutzung des Heeresflugplatzes; aktuelle Betriebszeiten und PPR beachten.,Betreiberdaten geprüft,hoch,Publizierte Längen variieren je Quelle,bestätigt,Betreiber nennt 1311 x 30 m Asphalt.,AVGAS.,https://www.flugplatz-ethn.de/Flugplatz,https://www.flugplatz-ethn.de/Flugplatz,https://www.flugplatz-ethn.de/Flugplatz,https://www.flugplatz-ethn.de/Flugplatz,2026-08-09
1.2,LOAN,LOAN,Wiener Neustadt Ost,AT,Europe/Vienna,47.843333,16.260333,896,344,09/27,1067,23,Asphalt,Nein,1067,Passt,Prüfen,Prüfen,,Taxi,10,Stadtnaher VFR-Flugplatz bei Wiener Neustadt; aktuelle österreichische Verfahren prüfen.,AIP-Daten geprüft,hoch,Abweichende Drittquellen nennen 1381 m,bestätigt,Austro-Control-/SkyVector-Daten 1067 x 23 m.,,https://www.loan-airport.at/,https://skyvector.com/airport/LOAN/Wiener-Neustadt-Ost-Airport,https://eaip.austrocontrol.at/lo/251002/PART_3/AD_2/SRY/AD_2_LOAN/LO_AD_2_LOAN_en.pdf,,2026-08-09
1.2,EDFE,EDFE,Frankfurt-Egelsbach,DE,Europe/Berlin,49.960833,8.6415,385,19,08/26,1400,25,Asphalt,Nein,1166,TechStop,PPR außerhalb Betriebszeiten,PPR gilt als geschlossen,,Taxi,10,Leistungsfähiger GA-Platz im Rhein-Main-Gebiet; veröffentlichte Verfahren und Briefingpflicht beachten.,Betreiberdaten geprüft,hoch,Asymmetrische TORA/LDA,bestätigt,RWY 08 LDA 1400 m; RWY 26 LDA 1166 m.,AVGAS 100LL und UL91 laut Betreiber.,https://egelsbach-airport.com/wp-content/uploads/2025/12/EDFE-Benutzungsordnung-25-11-2025-FinalohneUnterschrift-DE-v1-2.pdf,https://egelsbach-airport.com/wp-content/uploads/2025/12/EDFE-Benutzungsordnung-25-11-2025-FinalohneUnterschrift-DE-v1-2.pdf,https://egelsbach-airport.com/wp-content/uploads/2025/12/EDFE-Benutzungsordnung-25-11-2025-FinalohneUnterschrift-DE-v1-2.pdf,https://egelsbach-airport.com/wp-content/uploads/2025/12/EDFE-Benutzungsordnung-25-11-2025-FinalohneUnterschrift-DE-v1-2.pdf,2026-08-09
1.2,EDRY,EDRY,Speyer,DE,Europe/Berlin,49.304722,8.451389,312,42,16/34,1677,30,Asphalt,Nein,1400,TechStop,PPR außerhalb Betriebszeiten,PPR gilt als geschlossen,Fallschirmsprung- und Segelflugbetrieb beachten.,Taxi,10,Bevorzugter Alternate südlich von Mainz; veröffentlichte Verfahren und Tagesstatus prüfen.,Betreiberdaten geprüft,hoch,Physische Bahnlänge und TORA/LDA unterscheiden sich,bestätigt,Asphaltbahn 1677 x 30 m; TORA und LDA 1400 m.,AVGAS 100LL und MOGAS laut Betreiber.,https://flugplatz-speyer.de/infos-entgelte/,https://flugplatz-speyer.de/infos-entgelte/,https://flugplatz-speyer.de/infos-entgelte/,https://flugplatz-speyer.de/infos-entgelte/,2026-08-09
1.2,EGHJ,EGHJ,Bembridge / Isle of Wight,GB,Europe/London,50.6778,-1.1114,52,357,12/30,827,12,Beton,Nein,827,aktiv – Qualitätsliste A+,PPR,PPR erforderlich; aktuelle Airfield-/Radio-Zeiten vorher prüfen.,POE: Ja (approved/regulated; GAR erforderlich). Fuel nicht verlässlich verfügbar – nicht darauf planen.,Zu Fuß/Taxi,10,Küstenweg/Strand sehr nah. Bei Westwind Gelände-/Klippeneinfluss und Turbulenz im Final beachten.,redaktionell geprüft,hoch,,bestätigt,Referenzpiste 12/30: 827 x 12 m; LDA 827 m.,Kein verlässlich bestätigter Kraftstoff am Platz.,https://eghj.extremelynice.net/eghj/airfield-details/,https://eghj.extremelynice.net/eghj/airfield-details/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://eghj.extremelynice.net/eghj/airfield-details/,2026-08-13
1.2,EGHF,EGHF,Solent / Lee-on-Solent,GB,Europe/London,50.815,-1.206,32,361,05/23,1325,30,Asphalt,Nein,1325,aktiv – Qualitätsliste A+,PPR,PPR obligatorisch; Pilot Briefing beachten.,POE: Ja (Border-Force-Approval; GAR/Flightplan bei internationalem Flug). Regulär etwa 09:00–18:00 LT; aktuell vor Flug prüfen.,Zu Fuß/Bus/Taxi,5,Strand praktisch direkt am Platz; ideal für Solent/Isle-of-Wight-Ausflug.,redaktionell geprüft,hoch,,bestätigt,Referenzpiste 05/23: 1325 x 30 m; LDA 1325 m.,AVGAS 100LL; Café 05 / Viewing Area.,https://solentairport.com/pilot-briefing/,https://solentairport.com/pilot-briefing/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://solentairport.com/pilot-briefing/,2026-08-13
1.2,EGMD,EGMD,Lydd / Dungeness,GB,Europe/London,50.9561,0.9392,13,282,03/21,1505,32,Asphalt,Nein,1505,aktiv – Qualitätsliste A+,PPR,PPR für alle Ankünfte; ATC kontaktieren.,POE: Ja (Customs & Excise designated). Aktuelle Opening Hours über Betreiber/NOTAM prüfen.,Taxi/Auto,15,Sehr guter Channel-Gateway nur rund 24 NM von Frankreich; Dungeness/Romney Marsh als eigenständiges Naturziel.,redaktionell geprüft,hoch,,bestätigt,Referenzpiste 03/21: 1505 x 32 m; LDA 1505 m.,AVGAS 100LL; Full ATC; Handling für >4 t obligatorisch.,https://lyddairport.co.uk/pilot-information/,https://lyddairport.co.uk/pilot-information/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://lyddairport.co.uk/pilot-information/,2026-08-13
1.2,EGHQ,EGHQ,Newquay / Cornwall,GB,Europe/London,50.4408,-4.9953,390,505,12/30,2744,45,Asphalt,Nein,2444,aktiv – Qualitätsliste A+,PPR,"Online-PPR über Flynqy; Visiting GA bis 3,5 t.","POE: Ja (Customs & Excise designated; GAR/Flightplan bei overseas). GA April–Oktober etwa 09:00–18:30, November–März 09:00–17:00 LT; OOH nach Voranmeldung möglich. Aktuell prüfen.",Mietwagen/Taxi/Bus,15,"Fly-&-Drive-Prototyp für Cornwall: Watergate Bay, Newquay/Fistral, Padstow und weitere Küstenziele.",redaktionell geprüft,hoch,,bestätigt,Referenzpiste 12/30: 2744 x 45 m; LDA 2444 m.,AVGAS per Bowser; Mietwagen/Taxi/Bus am Flughafen; ILS/Radar.,https://www.flynqy.co.uk/general-aviation/,https://www.flynqy.co.uk/general-aviation/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://www.flynqy.co.uk/general-aviation/,2026-08-13
1.2,EGKH,EGKH,Headcorn / Kent,GB,Europe/London,51.1569,0.6417,72,295,10/28,1250,30,Gras,Ja,1000,aktiv – Qualitätsliste A,Strict PPR,Strict PPR mit Aerodrome Briefing.,"POE: Ja; Customs facilities 09:00–Sunset für Continental Flights. Aerodrome 09:00–SS, außerhalb nach Vereinbarung.",E-Bike/Taxi,10,Intensiver Fallschirmsprungbetrieb bis 15.000 ft: NO OVERHEAD JOIN. Linksplatzrunden 10/28.,redaktionell geprüft,hoch,,bestätigt,Referenzpiste 10/28: 1250 x 30 m; LDA 1000 m.,"GA-Fuel verfügbar – Sorte aktuell bestätigen; Café/Restaurant, Air Warfare Museum und E-Bike-Hire.",https://www.headcornaerodrome.co.uk/pilots-page,https://www.headcornaerodrome.co.uk/pilots-page,"UK AIP / Betreiberangaben, redaktionell geprüft",https://www.headcornaerodrome.co.uk/pilots-page,2026-08-13
1.2,EGHA,EGHA,Compton Abbas / Dorset,GB,Europe/London,50.9672,-2.1536,811,398,08/26,803,30,Gras,Ja,803,aktiv – Qualitätsliste A,PPR,"PPR; Auto-PPR bis 5 Tage vorher, same-day telefonisch.",POE: Ja (Overseas Arrivals/Departures mit GAR). Täglich 09:30–17:00 LT; letzte Visiting Arrival 16:45. Aktuell prüfen.,Taxi,15,Scenic Airfield als eigenes Ausflugsziel. Südwind kann Turbulenz im Final erzeugen; Graszustand nach Regen beachten.,redaktionell geprüft,hoch,,bestätigt,Referenzpiste 08/26: 803 x 30 m; LDA 803 m.,AVGAS 100LL und UL94; Lore of the Sky Restaurant; Abflug nach Ops-Ende nur nach geltenden Bedingungen.,https://www.comptonairfield.com/visiting-us-by-air/,https://www.comptonairfield.com/visiting-us-by-air/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://www.comptonairfield.com/visiting-us-by-air/,2026-08-13
1.2,EDLM,EDLM,Marl-Loemühle,DE,Europe/Berlin,51.647,7.163667,241,108,07/25,830,20,Asphalt,Nein,700,TechStop,PPR außerhalb Betriebszeiten,OPS/PPR Tel. (02365) 9896-0 oder 9896-15,"SUM 0600–SS+30/2000 UTC; WIN 0730–SS+30 UTC; O/T PPR. Zoll O/R 2 HR: Ausflug zu AD-Zeiten; Einflug 0700 (0600)–2030 (1930), O/R spätestens 1430 (1330).",Taxi,10,Technischer Zwischenstopp im nördlichen Ruhrgebiet; Fallschirmsprungbetrieb und veröffentlichte Einschränkungen beachten.,AIP-/Betreiberdaten geprüft,hoch,,bestätigt,RWY 07/25 830 x 20 m Asphalt; LDA 700 m je Richtung.,100LL und Super Plus/Mogas. Zoll nur O/R für nichtgewerblichen bzw. gewerblichen Gelegenheits-Personenverkehr.,https://xn--flugplatz-loemhle-g3b.de/wp-content/uploads/2024/12/Flugplatzdaten.pdf,https://xn--flugplatz-loemhle-g3b.de/wp-content/uploads/2024/12/Flugplatzdaten.pdf,https://xn--flugplatz-loemhle-g3b.de/tanken/,https://xn--flugplatz-loemhle-g3b.de/wp-content/uploads/2024/12/Flugplatzdaten.pdf,2026-08-13
1.2,LSGN,LSGN,Neuchâtel / Neuenburgersee,CH,Europe/Zurich,46.9575,6.8642,1427,188,05/23,700,20,Asphalt,Nein,700,aktiv – Qualitätsliste A+,Besucher- und Zollanmeldung,"Besucherformular; bei Einflug Zollformular und telefonische Aktivierung mindestens 2 Stunden vor ETA","POE: Ja; Schweizer Flugplatz mit zugelassenem Verkehr. Zoll innerhalb der publizierten Zeiten; Abweichungen über 30 Minuten melden.",Fahrrad/ÖPNV,10,"See, Strand, Restaurant, Mietfahrräder und ÖPNV direkt oder unmittelbar am Platz. Aktuelle VAC wegen Mischbetrieb von Hart- und Graspiste beachten.",Betreiberdaten geprüft,hoch,,bestätigt,Referenzbahn 05/23 Hartbelag 700 m; aktuelle VFR-Unterlagen maßgeblich.,AVGAS 100LL; Restaurant und Mietfahrräder am Platz.,https://www.neuchatel-airport.ch/?lang=de,https://www.neuchatel-airport.ch/wp-content/uploads/2026/02/Flight-Notification-Visitor-1.pdf,Betreiberkoordinaten / Luftfahrtdaten,https://www.neuchatel-airport.ch/douane/,2026-08-15
1.2,LSZC,LSZC,Buochs / Vierwaldstättersee,CH,Europe/Zurich,46.9744,8.3969,1475,180,06/24,2000,40,Asphalt,Nein,1940,aktiv – Qualitätsliste A,PPR,PPR für alle Flüge via redFlight; Bestätigung abwarten,"POE: Ja; internationale Schengen-Flüge mindestens 3 Stunden vor Ankunft anmelden; Sondergebühren außerhalb der Towerzeiten.",Taxi/Fahrrad,15,"Lange Bahn und starker Zugang zu Vierwaldstättersee, Bürgenstock, Stanserhorn und Engelberg. Kein für A211/PA28 nutzbarer Ottokraftstoff am Platz.",Betreiberdaten geprüft,hoch,,bestätigt,RWY 06/24 2000 x 40 m; LDA 1940 m.,Kein geeigneter Kolbenflugzeugkraftstoff; PPR und Zoll gemeinsam über redFlight.,https://airportbuochs.ch/en/registration-lszc/,https://airportbuochs.ch/wp/wp-content/uploads/2021/03/LSZC-AD-Info.pdf,Betreiberkoordinaten / AIP,https://airportbuochs.ch/en/registration-lszc/,2026-08-15
1.2,LSZM,LSZM,Mollis / Glarnerland,CH,Europe/Zurich,47.0792,9.0648,1467,177,01/19,1800,40,Asphalt,Nein,1800,aktiv – Qualitätsliste A,PPR,PPR telefonisch beziehungsweise nach Betreiberverfahren; Bestätigung abwarten,"POE: Ja; Zoll während Bürozeiten mindestens 4 Stunden vorher; außerhalb der Bürozeiten am letzten Arbeitstag bis 17 Uhr. Keine Anflugbefeuerung.",Taxi/Bus,15,"Walensee, Glarnerland und unmittelbare Berglandschaft. Aktuelle AD INFO/VAC und Talwind beachten; heutiger ICAO-Code LSZM, nicht LSMF.",Betreiberdaten geprüft,hoch,,bestätigt,RWY 01/19 Hartbelag; publizierte Länge vor jedem Flug gegen aktuelle AD INFO prüfen.,AVGAS-Verfügbarkeit für Besuchsflug bestätigen; Kafi Nord am Platz.,https://www.mollisairport.ch/ppr-request-less-2250-kg,https://www.mollisairport.ch/pilots,Betreiberkoordinaten,https://www.mollisairport.ch/ppr-request-less-2250-kg,2026-08-15
1.2,LSZA,LSZA,Lugano / Luganersee,CH,Europe/Zurich,46.0043,8.9106,915,240,01/19,1415,30,Asphalt,Nein,1135,aktiv – Qualitätsliste A,offen zu Betriebszeiten,Privater VFR-Verkehr innerhalb der publizierten Betriebszeiten; aktuelle Handlingvorgaben prüfen,"POE: Ja; täglich 0800–1200 und 1330–2000 LT; außerhalb PPR mindestens 48 Stunden. Zoll während Betriebszeiten.",Bus/Taxi,15,"Luganersee, Monte-Lema-/Malcantone-Region und Tessiner Berglandschaft. Talverfahren, Föhn/Stau und asymmetrische LDA beachten.",AIP-/Betreiberdaten geprüft,hoch,Asymmetrische LDA,bestätigt,RWY 01 LDA 1305 m; RWY 19 LDA 1135 m.,AVGAS 100LL; kontrollierter Regionalflugplatz.,https://luganoairport.ch/wp-content/uploads/2025/10/LS_ADINFO_0000_LSZA-last-update.pdf,https://luganoairport.ch/wp-content/uploads/2025/08/VFR-AD-INFO.pdf,AIP / Betreiber,https://luganoairport.ch/wp-content/uploads/2025/10/LS_ADINFO_0000_LSZA-last-update.pdf,2026-08-15
1.2,LSGY,LSGY,Yverdon-les-Bains / Neuenburgersee,CH,Europe/Zurich,46.7619,6.6133,1421,202,04/22,872,18,Asphalt,Nein,872,aktiv – Qualitätsliste A+,PPR,PPR vor jedem Besuch über das Betreiberportal; Bestätigung und aktuelle AD INFO beachten,"POE: Ja; grenzüberschreitend nur Schengen und im Rahmen der Zollfreigrenzen. Abflug mindestens 1 Stunde, Ankunft mindestens 2 Stunden vorher online anmelden.",Bus/Bahn,12,"Neuenburgersee, Grande Cariçaie, Uferwege und Thermalbad machen Yverdon zu einem vollständigen Natur- und Wochenendziel. Fallschirm-, Segel- und Kunstflugbetrieb beachten.",Betreiber-/VFR-Daten geprüft,hoch,,bestätigt,Referenzbahn 04/22 Hartbelag 872 x 18 m; parallele Graspiste nicht als Referenzbahn verwendet.,AVGAS 100LL und UL91; Restaurant am Platz.,https://airport.lsgy.ch/,https://airport.lsgy.ch/infrastructures,Betreiberkoordinaten / VFR Manual,https://airport.lsgy.ch/avis-de-douane,2026-08-15
1.2,LSGR,LSGR,Reichenbach im Kandertal,CH,Europe/Zurich,46.6136,7.6778,2372,202,03/21,805,18,Asphalt,Nein,650,aktiv – Qualitätsliste A,PPR,PPR online; Genehmigung vor Abflug abwarten,"POE: Ja; grenzüberschreitender Schengen-Privatflug nach Schweizer Zollverfahren Kategorie D und nur mit bestätigter Anmeldung.",Bus/Bahn,15,"Kandertal, Blausee, Oeschinensee und Bergwanderungen stehen im Vordergrund. Verkürzte verfügbare Strecken, Talwind sowie Fallschirm- und Gletscherflugbetrieb beachten.",Verbands-/Behördendaten geprüft,hoch,Verfügbare Strecken 705–650 m,bestätigt,RWY 03/21 805 x 18 m; für die konservative Finder-Bewertung wird die kleinste publizierte verfügbare Strecke von 650 m verwendet.,Kein verlässlich bestätigter Kolbenflugzeugkraftstoff; Bus 3 Minuten und Bahnhof 15 Minuten entfernt.,https://www.reichenbach.ch/de/gemeinde/freizeit-und-kultur/flugplatz/,https://www.aerodromes.ch/fileadmin/user_upload/documents/Swiss_Aerodrome_Guide/Swiss_Aerodrome_Guide_2022.pdf,BAZL / Betreiberkoordinaten,https://www.flugplatz-reichenbach.ch/,2026-08-15
